Geographic Area Code,Geographic Area Name,ISO3,Longitude,Latitude,SDG Region,Sex Code,Year,"Youth literacy rate in percent of persons aged 15-24 years, by sex",Nature of the Data Code,Reporting Type Code
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,M,2021,95.91,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2017,95.32,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2017,96.88,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,M,2017,93.76,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2015,98.96,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2015,99.23,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,M,2015,98.68,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2019,98.41,C,G
275,State of Palestine,PSE,35.2569427490234,31.9434795379639,Northern Africa and Western Asia,_T,2010,99.22,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2019,98.83,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,M,2019,97.99,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2010,98.64,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2011,98.79,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2012,98.88,C,G
724,Spain,ESP,-3.5540783405304,40.3921165466309,Europe and Northern America,M,2011,99.65,C,G
222,El Salvador,SLV,-88.8686294555664,13.7360353469849,Latin America and the Caribbean,_T,2011,96.55,C,G
646,Rwanda,RWA,29.9231014251709,-1.99984216690063,Sub-Saharan Africa,F,2018,88.5,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2011,99.15,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2010,98.9,C,G
